time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,x_pose,y_pose,z_pose,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w,c
2023/02/19/19:16:31.871667,1494,1814946,428987799,map,-0.12815614,7.670711994,9.971096039,-0.128607903,0.121770929,-0.6965599,-0.695295771,50
2023/02/19/19:16:31.907195,1495,1814946,469609650,map,-0.119933799,7.910037994,9.968276978,-0.134963216,0.129276367,-0.695439263,-0.693856493,50
2023/02/19/19:16:31.939402,1496,1814946,501609650,map,-0.113261089,8.099709511,9.96612072,-0.137947157,0.132962965,-0.694873872,-0.693139186,50
2023/02/19/19:16:31.971476,1497,1814946,533609650,map,-0.106597342,8.28509903,9.964342117,-0.143555189,0.13959187,-0.693794065,-0.691777426,50
2023/02/19/19:16:32.007236,1498,1814946,566230358,map,-0.099880785,8.467879295,9.962723732,-0.148536003,0.145839904,-0.692764595,-0.69046724,50
2023/02/19/19:16:32.039200,1499,1814946,598230358,map,-0.093126148,8.647914886,9.961309433,-0.150981893,0.148895611,-0.692137804,-0.689912993,50
2023/02/19/19:16:32.071414,1500,1814946,630230358,map,-0.086429581,8.823121071,9.960299492,-0.155317721,0.154249638,-0.691019887,-0.68889398,50
2023/02/19/19:16:32.107238,1501,1814946,670848771,map,-0.078168541,9.038620949,9.959187508,-0.159270013,0.159257344,-0.690044418,-0.687829036,50
2023/02/19/19:16:32.138803,1502,1814946,702848771,map,-0.071607806,9.207100868,9.95851326,-0.161072554,0.161627594,-0.689599765,-0.687302204,50
2023/02/19/19:16:32.171436,1503,1814946,734848771,map,-0.065151259,9.371246338,9.958086967,-0.164471548,0.165775436,-0.688713413,-0.686397567,50
2023/02/19/19:16:32.207165,1504,1814946,767464929,map,-0.058825172,9.531899452,9.957799911,-0.167694854,0.169637184,-0.687874126,-0.685514988,50
2023/02/19/19:16:32.239139,1505,1814946,799464929,map,-0.052595399,9.687996864,9.957732201,-0.168930976,0.171322618,-0.687443256,-0.68522464,50
2023/02/19/19:16:32.271156,1506,1814946,831464929,map,-0.046446092,9.839442253,9.957895279,-0.171787471,0.174923042,-0.686507339,-0.684542793,50
2023/02/19/19:16:32.307198,1507,1814946,872079584,map,-0.038846601,10.02399731,9.958323479,-0.173886667,0.177672545,-0.685794315,-0.684019059,50
2023/02/19/19:16:32.339251,1508,1814946,904079584,map,-0.032895468,10.16587734,9.958909988,-0.17454353,0.178729457,-0.685522521,-0.683848902,50
2023/02/19/19:16:32.371440,1509,1814946,936079584,map,-0.027057949,10.30275154,9.95967865,-0.176273733,0.181210694,-0.684861968,-0.68341389,50
2023/02/19/19:16:32.406888,1510,1814946,968691514,map,-0.021426504,10.43634987,9.960594177,-0.17747754,0.18295978,-0.684329241,-0.683169934,50
2023/02/19/19:16:32.439343,1511,1814947,691514,map,-0.015919501,10.56386375,9.961699486,-0.177839112,0.183642312,-0.684109533,-0.683112738,51
2023/02/19/19:16:32.471689,1512,1814947,32691514,map,-0.010586287,10.68702316,9.962957382,-0.178652938,0.18505544,-0.683556309,-0.683072871,51
2023/02/19/19:16:32.511870,1513,1814947,73302267,map,-0.004156063,10.83452034,9.964753151,-0.179033173,0.185971306,-0.683252294,-0.683028669,51
2023/02/19/19:16:32.543476,1514,1814947,105302267,map,0.000805765,10.94615364,9.96630764,-0.17905897,0.186225111,-0.683143844,-0.683061254,51
2023/02/19/19:16:32.575393,1515,1814947,137302267,map,0.005557466,11.05327892,9.967946053,-0.1790481,0.186665626,-0.682973758,-0.683113919,51
2023/02/19/19:16:32.611431,1516,1814947,169923472,map,0.010131588,11.15576649,9.969696999,-0.178717354,0.186634963,-0.682819363,-0.683363229,51
2023/02/19/19:16:32.643169,1517,1814947,201923472,map,0.014561356,11.25208378,9.97151947,-0.178423605,0.18643985,-0.68284197,-0.683470603,51
2023/02/19/19:16:32.675119,1518,1814947,233923472,map,0.018788187,11.34453583,9.973466873,-0.177714989,0.186083752,-0.682813349,-0.68378085,51
2023/02/19/19:16:32.711280,1519,1814947,274542559,map,0.02384828,11.45193577,9.975920677,-0.176577724,0.185246902,-0.682872115,-0.684243777,51
2023/02/19/19:16:32.743864,1520,1814947,306542559,map,0.027709344,11.53197575,9.977917671,-0.176078919,0.184748091,-0.683002984,-0.684376663,51
2023/02/19/19:16:32.775449,1521,1814947,338542559,map,0.031361874,11.60799885,9.979966164,-0.174600034,0.183393022,-0.683203872,-0.684919245,51
2023/02/19/19:16:32.811370,1522,1814947,371159516,map,0.034840882,11.6779995,9.981972694,-0.172706197,0.181674705,-0.683564781,-0.685496862,51
2023/02/19/19:16:32.843378,1523,1814947,403159516,map,0.038094811,11.74337578,9.983980179,-0.171781226,0.180659383,-0.68376192,-0.685801102,51
2023/02/19/19:16:32.875136,1524,1814947,435159516,map,0.041106436,11.80398846,9.986002922,-0.169562905,0.178495464,-0.684222604,-0.686460007,51
2023/02/19/19:16:32.911423,1525,1814947,475774683,map,0.04459811,11.87202072,9.9884758,-0.16716963,0.17585493,-0.684682401,-0.687269589,51
2023/02/19/19:16:32.943381,1526,1814947,507774683,map,0.047133431,11.92117786,9.990450859,-0.165771957,0.174449943,-0.684977497,-0.687672023,51
2023/02/19/19:16:32.975112,1527,1814947,539774683,map,0.049455229,11.96568108,9.992424011,-0.162937566,0.171442823,-0.685552725,-0.68853198,51
2023/02/19/19:16:33.011589,1528,1814947,572388383,map,0.051612552,12.00460529,9.99428463,-0.159721536,0.168149588,-0.686287754,-0.689364898,51
2023/02/19/19:16:33.043302,1529,1814947,604388383,map,0.053569619,12.0394659,9.996115685,-0.157736368,0.165979899,-0.686756295,-0.689880992,51
2023/02/19/19:16:33.075524,1530,1814947,636388383,map,0.055366583,12.06923008,9.997843742,-0.154164241,0.162360235,-0.687540043,-0.690768619,51
2023/02/19/19:16:33.115521,1531,1814947,676999337,map,0.057385255,12.09937572,9.999863625,-0.150773982,0.158802881,-0.688292492,-0.691594064,51
2023/02/19/19:16:33.147117,1532,1814947,708999337,map,0.058761105,12.1186657,10.0014782,-0.148783053,0.156744973,-0.688773417,-0.692015672,51
2023/02/19/19:16:33.179515,1533,1814947,740999337,map,0.05996367,12.13317013,10.0030117,-0.144619591,0.152271682,-0.689640125,-0.693033265,51
2023/02/19/19:16:33.215650,1534,1814947,773620702,map,0.060993358,12.14302349,10.00444603,-0.139836945,0.147169796,-0.690707836,-0.694052919,51
2023/02/19/19:16:33.247332,1535,1814947,805620702,map,0.0618499,12.14865971,10.00584984,-0.138047169,0.145233201,-0.691104693,-0.694423977,51
2023/02/19/19:16:33.279950,1536,1814947,837620702,map,0.062587202,12.14989281,10.0071249,-0.133294385,0.140226186,-0.692086463,-0.695403216,51
2023/02/19/19:16:33.315510,1537,1814947,878239883,map,0.063297682,12.14564419,10.00858879,-0.128380927,0.13507799,-0.693121646,-0.696315048,51
2023/02/19/19:16:33.347519,1538,1814947,910239883,map,0.063689694,12.13769627,10.00966358,-0.125208326,0.1318111,-0.693780558,-0.696862548,51
2023/02/19/19:16:33.379408,1539,1814947,942239883,map,0.063951515,12.1257267,10.01060677,-0.119977019,0.126322737,-0.694782634,-0.697800323,51
2023/02/19/19:16:33.415479,1540,1814947,974857485,map,0.0640416,12.10991192,10.01147366,-0.115062671,0.12129911,-0.695627515,-0.698677057,51
2023/02/19/19:16:33.447391,1541,1814948,6857485,map,0.064014383,12.09030628,10.01221848,-0.111688565,0.117703982,-0.69625482,-0.699214353,52
2023/02/19/19:16:33.479469,1542,1814948,38857485,map,0.063906804,12.06711674,10.01285458,-0.106578661,0.112238525,-0.69716765,-0.700000631,52
2023/02/19/19:16:33.515666,1543,1814948,79473188,map,0.06355799,12.0331955,10.01361942,-0.100732687,0.106080318,-0.698130421,-0.700866612,52
2023/02/19/19:16:33.547497,1544,1814948,111473188,map,0.06315466,12.00208473,10.01417446,-0.097810146,0.102975755,-0.698530978,-0.701344142,52
2023/02/19/19:16:33.579303,1545,1814948,143473188,map,0.062705562,11.96783543,10.01455784,-0.09171694,0.096687291,-0.699471291,-0.702125023,52
2023/02/19/19:16:33.615644,1546,1814948,176087037,map,0.062138952,11.93032455,10.01492119,-0.085534711,0.090374718,-0.700347998,-0.702871896,52
2023/02/19/19:16:33.647470,1547,1814948,208087037,map,0.061495975,11.88983917,10.01518726,-0.082491845,0.086999504,-0.700854667,-0.703156577,52
2023/02/19/19:16:33.679225,1548,1814948,240087037,map,0.060791839,11.84654617,10.01535606,-0.075670021,0.079860774,-0.701707511,-0.703919643,52
2023/02/19/19:16:33.715473,1549,1814948,280699131,map,0.059785839,11.78849506,10.01547146,-0.069430811,0.073144296,-0.702497346,-0.704504637,52
2023/02/19/19:16:33.751524,1550,1814948,312699131,map,0.058880813,11.73909569,10.01545525,-0.066959123,0.070518618,-0.70282428,-0.704685573,52
2023/02/19/19:16:33.783880,1551,1814948,344699131,map,0.057895266,11.68741608,10.0153513,-0.060712234,0.063820692,-0.703582964,-0.70513271,52
2023/02/19/19:16:33.823431,1552,1814948,377321095,map,0.056818079,11.63329506,10.01518917,-0.054374383,0.057095149,-0.704272819,-0.705537746,52
2023/02/19/19:16:33.855392,1553,1814948,409321095,map,0.055707984,11.5775013,10.01494217,-0.051199899,0.053807404,-0.704608872,-0.705698015,52
2023/02/19/19:16:33.887221,1554,1814948,441321095,map,0.054437466,11.51921844,10.01473045,-0.044982565,0.047061432,-0.705160185,-0.706053112,52
2023/02/19/19:16:33.927465,1555,1814948,481952447,map,0.052770454,11.44389534,10.01438427,-0.038767643,0.04046575,-0.705648574,-0.706342501,52
2023/02/19/19:16:33.959337,1556,1814948,513952447,map,0.051371459,11.38177204,10.01404095,-0.035715966,0.037211859,-0.705903133,-0.706427898,52
2023/02/19/19:16:33.991136,1557,1814948,545952447,map,0.049909811,11.31783104,10.01365662,-0.029754605,0.030812772,-0.70629016,-0.706625533,52
2023/02/19/19:16:34.027621,1558,1814948,578594089,map,0.048435934,11.2525816,10.01322174,-0.023738513,0.024465834,-0.706536051,-0.706855563,52
2023/02/19/19:16:34.059283,1559,1814948,610594089,map,0.046963479,11.18626022,10.01271152,-0.020741062,0.021341413,-0.706672442,-0.706914819,52
2023/02/19/19:16:34.091351,1560,1814948,642594089,map,0.045499336,11.11849308,10.01216221,-0.014838023,0.015229201,-0.706941628,-0.706952209,52
2023/02/19/19:16:34.127005,1561,1814948,683234027,map,0.043722164,11.03250027,10.01144314,-0.009210213,0.009298395,-0.70709918,-0.706993336,52
2023/02/19/19:16:34.159245,1562,1814948,715234027,map,0.042329393,10.96296215,10.01082516,-0.006371948,0.006497923,-0.707137789,-0.707017273,52
2023/02/19/19:16:34.191114,1563,1814948,747234027,map,0.040885825,10.89183807,10.01015186,-0.000818626,0.00087379,-0.707121785,-0.707090766,52
2023/02/19/19:16:34.226834,1564,1814948,779872122,map,0.039466143,10.82096577,10.00943565,0.00464445,-0.004689842,-0.707168322,-0.707014558,52
2023/02/19/19:16:34.258917,1565,1814948,811872122,map,0.038021155,10.74935246,10.00867653,0.007660191,-0.007901629,-0.707215243,-0.706912677,52
2023/02/19/19:16:34.291051,1566,1814948,843872122,map,0.036537446,10.67698479,10.00782776,0.012642024,-0.013126336,-0.70715242,-0.7068263,52
2023/02/19/19:16:34.331641,1567,1814948,884508668,map,0.034722798,10.58697891,10.00668621,0.017204297,-0.017725615,-0.707015338,-0.706766809,52
2023/02/19/19:16:34.363684,1568,1814948,916508668,map,0.033260278,10.5146513,10.00572491,0.019529118,-0.020209857,-0.706902746,-0.706752202,52
2023/02/19/19:16:34.395321,1569,1814948,948508668,map,0.031753983,10.44202614,10.00473118,0.024083466,-0.024891267,-0.706824034,-0.706541028,52
2023/02/19/19:16:34.431010,1570,1814948,981155014,map,0.030305775,10.37062454,10.00375843,0.028490316,-0.029442656,-0.706578435,-0.706447682,52
2023/02/19/19:16:34.463417,1571,1814949,13155014,map,0.028814325,10.29841328,10.0027113,0.030919719,-0.032080126,-0.706432489,-0.706376657,53
2023/02/19/19:16:34.495299,1572,1814949,45155014,map,0.027396686,10.22695446,10.00168991,0.034684854,-0.035801952,-0.706207156,-0.706248377,53
2023/02/19/19:16:34.531903,1573,1814949,85799333,map,0.025714913,10.1391201,10.0004282,0.038422521,-0.039727673,-0.705950988,-0.706101031,53
2023/02/19/19:16:34.563596,1574,1814949,117799333,map,0.024413524,10.06872845,9.999375343,0.040297471,-0.041537236,-0.705830879,-0.706012513,53
2023/02/19/19:16:34.595646,1575,1814949,149799333,map,0.023179008,9.999444008,9.99836731,0.044095502,-0.045490417,-0.705576011,-0.705796601,53
2023/02/19/19:16:34.631352,1576,1814949,182441868,map,0.021995239,9.931393623,9.997433662,0.046935278,-0.048390483,-0.705395159,-0.705601335,53
2023/02/19/19:16:34.663219,1577,1814949,214441868,map,0.020845402,9.863854408,9.996502876,0.048628329,-0.049856982,-0.705272609,-0.705507081,53
2023/02/19/19:16:34.695339,1578,1814949,246441868,map,0.019731609,9.797709465,9.995592117,0.051819371,-0.053075906,-0.705027354,-0.705290238,53
2023/02/19/19:16:34.735511,1579,1814949,287082340,map,0.018342922,9.716474533,9.994456291,0.054067115,-0.055498149,-0.704889102,-0.705073108,53
2023/02/19/19:16:34.767583,1580,1814949,319082340,map,0.017324297,9.652647972,9.993555069,0.055440019,-0.056808281,-0.704842595,-0.704908627,53
2023/02/19/19:16:34.799619,1581,1814949,351082340,map,0.016399952,9.59047699,9.992642403,0.057636239,-0.059113935,-0.704713205,-0.704672267,53
2023/02/19/19:16:34.835222,1582,1814949,383733046,map,0.015544971,9.529273033,9.991670609,0.059810132,-0.061348055,-0.704498245,-0.704515071,53
2023/02/19/19:16:34.867484,1583,1814949,415733046,map,0.014783339,9.469843864,9.990727425,0.060731183,-0.062336414,-0.704402479,-0.704445284,53
2023/02/19/19:16:34.899601,1584,1814949,447733046,map,0.014118752,9.412309647,9.989836693,0.062717987,-0.064326839,-0.704248337,-0.704246404,53
2023/02/19/19:16:34.935395,1585,1814949,488381882,map,0.013386308,9.341457367,9.988722801,0.064014249,-0.065657074,-0.704133101,-0.704122078,53
2023/02/19/19:16:34.967471,1586,1814949,520381882,map,0.012922574,9.287189484,9.987866402,0.064641317,-0.066366156,-0.704105891,-0.704025544,53
2023/02/19/19:16:34.999412,1587,1814949,552381882,map,0.012544267,9.234959602,9.987047195,0.065822781,-0.067479419,-0.704011112,-0.703905037,53
2023/02/19/19:16:35.035554,1588,1814949,585028911,map,0.012206136,9.183347702,9.986210823,0.066802273,-0.068452748,-0.703859542,-0.703870403,53
2023/02/19/19:16:35.067746,1589,1814949,617028911,map,0.011957198,9.134572983,9.985404968,0.067222065,-0.068740455,-0.703845894,-0.703816025,53
2023/02/19/19:16:35.099784,1590,1814949,649028911,map,0.01173957,9.087163925,9.98458004,0.068020355,-0.069465426,-0.703801802,-0.703712098,53
2023/02/19/19:16:35.135265,1591,1814949,689673823,map,0.011499275,9.03010273,9.983499527,0.068601323,-0.069955651,-0.70375811,-0.703651012,53
2023/02/19/19:16:35.167285,1592,1814949,721673823,map,0.011354571,8.987298012,9.982654572,0.068743495,-0.070101543,-0.703730312,-0.703650403,53
2023/02/19/19:16:35.199500,1593,1814949,753673823,map,0.011241487,8.94601059,9.981772423,0.068964532,-0.070243453,-0.703690855,-0.703653951,53
2023/02/19/19:16:35.235338,1594,1814949,786316713,map,0.01118892,8.906986237,9.980912209,0.069161535,-0.070129764,-0.703685164,-0.703651719,53
2023/02/19/19:16:35.267363,1595,1814949,818316713,map,0.011178607,8.870239258,9.980089188,0.069203183,-0.07017655,-0.703725621,-0.703602495,53
2023/02/19/19:16:35.299338,1596,1814949,850316713,map,0.011262887,8.834439278,9.979216576,0.068887643,-0.06973506,-0.703767514,-0.703635455,53
2023/02/19/19:16:35.335345,1597,1814949,890957786,map,0.011515424,8.79288578,9.978183746,0.068664643,-0.069276229,-0.703806069,-0.703664082,53
2023/02/19/19:16:35.367214,1598,1814949,922957786,map,0.011817951,8.762732506,9.977417946,0.068418057,-0.068919503,-0.703834963,-0.703694109,53
2023/02/19/19:16:35.399951,1599,1814949,954957786,map,0.012197006,8.733652115,9.976667404,0.06787399,-0.068130592,-0.703800228,-0.703858488,53
2023/02/19/19:16:35.439084,1600,1814949,987596682,map,0.012643739,8.706931114,9.976005554,0.067241377,-0.067249849,-0.703913485,-0.703890469,53
2023/02/19/19:16:35.471238,1601,1814950,19596682,map,0.013152461,8.682547569,9.975442886,0.066775842,-0.066688129,-0.703933631,-0.703968188,54
2023/02/19/19:16:35.503230,1602,1814950,52245968,map,0.013748688,8.659853935,9.974935532,0.065669064,-0.065468875,-0.704040799,-0.704079677,54
2023/02/19/19:16:35.539352,1603,1814950,92245968,map,0.014585202,8.634558678,9.974388123,0.064632413,-0.064346774,-0.70422457,-0.704095177,54
2023/02/19/19:16:35.571401,1604,1814950,124245968,map,0.015313406,8.616889954,9.974030495,0.064061094,-0.063631486,-0.704294305,-0.704142526,54
2023/02/19/19:16:35.603548,1605,1814950,156893809,map,0.016150912,8.600893974,9.973675728,0.062895697,-0.062224103,-0.704467914,-0.704199714,54
2023/02/19/19:16:35.638984,1606,1814950,188893809,map,0.017043032,8.587698936,9.973381042,0.061298662,-0.060544231,-0.704628608,-0.704326292,54
2023/02/19/19:16:35.671177,1607,1814950,220893809,map,0.018056352,8.575586319,9.973103523,0.060490385,-0.059723227,-0.704674004,-0.704420824,54
2023/02/19/19:16:35.703270,1608,1814950,253539671,map,0.019132415,8.565667152,9.972840309,0.058854633,-0.057839665,-0.704797831,-0.704592615,54
2023/02/19/19:16:35.738986,1609,1814950,293539671,map,0.020569531,8.555980682,9.972541809,0.057044669,-0.055900245,-0.704843188,-0.704852653,54
2023/02/19/19:16:35.771221,1610,1814950,325539671,map,0.02183002,8.550215721,9.972306252,0.055960992,-0.054647807,-0.704945119,-0.704935748,54
2023/02/19/19:16:35.803450,1611,1814950,358183575,map,0.023161585,8.546541214,9.972099304,0.054213307,-0.05272802,-0.70513421,-0.705029378,54
2023/02/19/19:16:35.839061,1612,1814950,390183575,map,0.024565816,8.544923782,9.971930504,0.052224119,-0.050507138,-0.705270616,-0.705205786,54
2023/02/19/19:16:35.870928,1613,1814950,422183575,map,0.026063332,8.544829369,9.971801758,0.051190816,-0.049429189,-0.70534133,-0.705287222,54
2023/02/19/19:16:35.903065,1614,1814950,454825097,map,0.027608087,8.546721458,9.971737862,0.049115995,-0.046832265,-0.705528211,-0.705425039,54
2023/02/19/19:16:35.938915,1615,1814950,494825097,map,0.029618779,8.551397324,9.971750259,0.046852697,-0.044403639,-0.705692072,-0.705572054,54
2023/02/19/19:16:35.971060,1616,1814950,526825097,map,0.031290811,8.556862831,9.971831322,0.045566704,-0.043043937,-0.705779695,-0.705652934,54
2023/02/19/19:16:36.003042,1617,1814950,559464916,map,0.032976896,8.564135551,9.971987724,0.043205997,-0.040411459,-0.705862342,-0.705874419,54
2023/02/19/19:16:36.039366,1618,1814950,591464916,map,0.034761697,8.572803497,9.972213745,0.040481598,-0.037435086,-0.706004043,-0.70605826,54
2023/02/19/19:16:36.071202,1619,1814950,623464916,map,0.036597092,8.58286953,9.972491264,0.039285169,-0.036012031,-0.706114972,-0.70608886,54
2023/02/19/19:16:36.103237,1620,1814950,656102741,map,0.038382899,8.594955444,9.972835541,0.036694646,-0.033287014,-0.706295792,-0.706181152,54
2023/02/19/19:16:36.139254,1621,1814950,696102741,map,0.040772125,8.611600876,9.97335434,0.034276073,-0.030656453,-0.70642122,-0.706296214,54
2023/02/19/19:16:36.171054,1622,1814950,728102741,map,0.042712726,8.626747131,9.973856926,0.033343875,-0.029570427,-0.706464838,-0.706343633,54
2023/02/19/19:16:36.203440,1623,1814950,760739053,map,0.044664688,8.643362999,9.974432945,0.030469865,-0.026493713,-0.706584075,-0.706476181,54
2023/02/19/19:16:36.239389,1624,1814950,792739053,map,0.046707269,8.660827637,9.975122452,0.027874668,-0.02353188,-0.706673842,-0.706598497,54
2023/02/19/19:16:36.271375,1625,1814950,824739053,map,0.048700705,8.679926872,9.975874901,0.026965567,-0.022438742,-0.706716673,-0.706626473,54
2023/02/19/19:16:36.303500,1626,1814950,857373375,map,0.050762869,8.700088501,9.976688385,0.024440087,-0.019622647,-0.706686336,-0.706832393,54
2023/02/19/19:16:36.338963,1627,1814950,897373375,map,0.053443879,8.726861,9.977748871,0.021920687,-0.016741476,-0.706763204,-0.706912311,54
2023/02/19/19:16:36.370920,1628,1814950,929373375,map,0.055665657,8.749546051,9.978624344,0.02061275,-0.015294226,-0.706798312,-0.706949444,54
2023/02/19/19:16:36.403404,1629,1814950,962005400,map,0.057884194,8.773393631,9.979487419,0.018180158,-0.012383625,-0.706831196,-0.707040218,54
2023/02/19/19:16:36.438973,1630,1814950,994005400,map,0.060181499,8.798179626,9.980356216,0.015650404,-0.009491295,-0.706872614,-0.707104083,54
2023/02/19/19:16:36.471411,1631,1814951,26005400,map,0.062480107,8.823998451,9.981243134,0.014413646,-0.007980926,-0.706829927,-0.707191699,55
2023/02/19/19:16:36.503191,1632,1814951,58636037,map,0.064812712,8.850596428,9.98214817,0.011808527,-0.005053511,-0.706817165,-0.707279735,55
2023/02/19/19:16:36.539141,1633,1814951,98636037,map,0.067687325,8.885051727,9.983322144,0.009101248,-0.001951553,-0.706835773,-0.707316424,55
2023/02/19/19:16:36.571270,1634,1814951,130636037,map,0.069870383,8.913586617,9.984280586,0.008050055,-0.000895875,-0.706845483,-0.707321634,55
2023/02/19/19:16:36.603296,1635,1814951,163264117,map,0.072113946,8.942572594,9.985285759,0.005417622,0.002034758,-0.706886312,-0.70730348,55
2023/02/19/19:16:36.639212,1636,1814951,195264117,map,0.074283421,8.972223282,9.98628521,0.003259384,0.004298246,-0.706847652,-0.707345343,55
2023/02/19/19:16:36.671104,1637,1814951,227264117,map,0.076389022,9.002466202,9.987262726,0.001996474,0.005561941,-0.706863655,-0.707325125,55
2023/02/19/19:16:36.703268,1638,1814951,259890290,map,0.078611754,9.033133507,9.988213539,-0.00060615,0.008232356,-0.706895588,-0.707269758,55
2023/02/19/19:16:36.739276,1639,1814951,299890290,map,0.081199251,9.072231293,9.989299774,-0.002839811,0.010651145,-0.706888071,-0.707239596,55
2023/02/19/19:16:36.771339,1640,1814951,331890290,map,0.083194248,9.104001999,9.990118027,-0.004033224,0.011818003,-0.706870821,-0.707232401,55
2023/02/19/19:16:36.803507,1641,1814951,364514969,map,0.085186198,9.136140823,9.990891457,-0.005918884,0.014016953,-0.706833021,-0.707216843,55
2023/02/19/19:16:36.839682,1642,1814951,396514969,map,0.087110288,9.168629646,9.991634369,-0.008170061,0.016321723,-0.706775576,-0.70720247,55
2023/02/19/19:16:36.871360,1643,1814951,428514969,map,0.089016497,9.201420784,9.992377281,-0.009203869,0.017462695,-0.706773739,-0.707164351,55
2023/02/19/19:16:36.903410,1644,1814951,461137640,map,0.090797968,9.234395981,9.993109703,-0.011264612,0.01986657,-0.70674104,-0.707103653,55
2023/02/19/19:16:36.939594,1645,1814951,501137640,map,0.092915811,9.27580452,9.99405098,-0.013630812,0.022278271,-0.70664503,-0.707086036,55
2023/02/19/19:16:36.971024,1646,1814951,533137640,map,0.094555505,9.309028625,9.994852066,-0.014367432,0.023096151,-0.706628019,-0.707062333,55
2023/02/19/19:16:37.003253,1647,1814951,565758585,map,0.096145488,9.342376709,9.995684624,-0.016451069,0.02524769,-0.706474739,-0.707096589,55
2023/02/19/19:16:37.039397,1648,1814951,597758585,map,0.097552896,9.375693321,9.996484756,-0.018344133,0.027242325,-0.70638338,-0.707067156,55
2023/02/19/19:16:37.071494,1649,1814951,629758585,map,0.098980121,9.409080505,9.997315407,-0.019338702,0.028164711,-0.706348942,-0.707038879,55
2023/02/19/19:16:37.102974,1650,1814951,662377205,map,0.100277796,9.442350388,9.998128891,-0.021098055,0.029959138,-0.706353972,-0.706909769,55
2023/02/19/19:16:37.138963,1651,1814951,702377205,map,0.101716876,9.483683586,9.999141693,-0.022817747,0.031633558,-0.706299574,-0.706837811,55
2023/02/19/19:16:37.171467,1652,1814951,734377205,map,0.102875352,9.516685486,9.999966621,-0.023661637,0.032478887,-0.706303744,-0.706767555,55
2023/02/19/19:16:37.203563,1653,1814951,766994279,map,0.103870817,9.549339294,10.00078011,-0.025313114,0.034043104,-0.706245084,-0.706695306,55
2023/02/19/19:16:37.239182,1654,1814951,798994279,map,0.104811281,9.581784248,10.00158691,-0.026762602,0.035552962,-0.706107521,-0.706705164,55
2023/02/19/19:16:37.271187,1655,1814951,830994279,map,0.105751202,9.613972664,10.00236034,-0.027534185,0.036251114,-0.706112786,-0.70663474,55
2023/02/19/19:16:37.303101,1656,1814951,863609244,map,0.106524169,9.645663261,10.00308895,-0.028758586,0.037634718,-0.706056456,-0.706569771,55
2023/02/19/19:16:37.339302,1657,1814951,903609244,map,0.107482888,9.684902191,10.00400448,-0.030037613,0.038944603,-0.705992064,-0.706509914,55
2023/02/19/19:16:37.371313,1658,1814951,935609244,map,0.108197309,9.715854645,10.00471401,-0.03067226,0.039582353,-0.705969138,-0.70647021,55
2023/02/19/19:16:37.403376,1659,1814951,968222588,map,0.108762816,9.746162415,10.00544739,-0.031932408,0.040668578,-0.705852211,-0.706469464,55
2023/02/19/19:16:37.439431,1660,1814952,222588,map,0.109209426,9.77559185,10.01159286,-0.033388048,0.042126128,-0.70580798,-0.706360954,56
2023/02/19/19:16:37.471158,1661,1814952,32222588,map,0.109391734,9.80337429,10.02783871,-0.034127469,0.042860172,-0.705784609,-0.706304752,56
2023/02/19/19:16:37.503236,1662,1814952,64834273,map,0.109300748,9.829429626,10.05419827,-0.033961733,0.042379228,-0.705779841,-0.706346525,56
2023/02/19/19:16:37.543371,1663,1814952,104834273,map,0.108951554,9.860182762,10.09945488,-0.03274373,0.040503251,-0.705881059,-0.706413052,56
2023/02/19/19:16:37.575139,1664,1814952,136834273,map,0.10845004,9.883361816,10.14352989,-0.031917732,0.039223419,-0.705967383,-0.706436731,56
2023/02/19/19:16:37.607210,1665,1814952,169455412,map,0.107781179,9.905486107,10.19347191,-0.029844467,0.03616784,-0.706112268,-0.706545654,56
2023/02/19/19:16:37.643427,1666,1814952,201455412,map,0.107104592,9.927126884,10.24650383,-0.028469011,0.034018866,-0.706191283,-0.706630169,56
2023/02/19/19:16:37.674692,1667,1814952,233455412,map,0.106363527,9.948077202,10.30334854,-0.027830634,0.033023999,-0.706250706,-0.706643407,56
2023/02/19/19:16:37.706906,1668,1814952,266074078,map,0.105665855,9.96866703,10.36268711,-0.026996275,0.031484379,-0.70632493,-0.706671853,56
2023/02/19/19:16:37.743376,1669,1814952,306074078,map,0.104763277,9.993621826,10.44122314,-0.026759672,0.030696946,-0.706346171,-0.706694276,56
2023/02/19/19:16:37.774938,1670,1814952,338074078,map,0.104052946,10.0130291,10.50710392,-0.026510757,0.030466145,-0.706330924,-0.70672891,56
2023/02/19/19:16:37.806891,1671,1814952,370690949,map,0.103379942,10.03205872,10.57513332,-0.026806587,0.030605734,-0.706361114,-0.706681525,56
2023/02/19/19:16:37.843307,1672,1814952,402690949,map,0.102722548,10.05069828,10.64540195,-0.027055107,0.030863308,-0.706390673,-0.706631314,56
2023/02/19/19:16:37.875315,1673,1814952,434690949,map,0.101968355,10.06852055,10.71862698,-0.027387504,0.031161939,-0.706380105,-0.706616004,56
2023/02/19/19:16:37.906879,1674,1814952,467305951,map,0.10120815,10.08613396,10.79337692,-0.027832917,0.031714416,-0.706329704,-0.706624426,56
2023/02/19/19:16:37.943602,1675,1814952,507305951,map,0.100127049,10.10707188,10.89020252,-0.028337117,0.032333777,-0.706277532,-0.706628382,56
